,estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
8551,113  -  GUATEMALA,189  -  POSADAS,921,-34.5857,-58.4251,-34.5885,-58.3855,3.638440526758945
8552,100  -  PLAZA GURRUCHAGA,113  -  GUATEMALA,408,-34.5931,-58.4351,-34.5857,-58.4251,1.2308662691485062
8555,029  -  PARQUE CENTENARIO,121  -  YATAY,482,-34.608,-58.4333,-34.6008,-58.4283,0.9221609339767892
8556,003  -  ADUANA,035  -  INGENIERO BUTTY,833,-34.6112,-58.3696,-34.5962,-58.3718,1.6800337903774476
8557,234  -  AVENIDA TRIUNVIRATO,281  -  VILLA URQUIZA,364,-34.5656,-58.4952,-34.5736,-58.4873,1.1465327256069893
8558,041  -  PARQUE PATRICIOS II,017  -  PLAZA ALMAGRO,1383,-34.6374,-58.4057,-34.6064,-58.4185,3.6405969635414137
8559,336  -  LA PAMPA,390  -  DE LOS OMBUES,1129,-34.5656,-58.4555,-34.56,-58.428,2.594010355918888
8560,278  -  DONATO ALVAREZ,225  -  HOSPITAL TORNU,784,-34.6021,-58.4655,-34.5876,-58.474,1.7902359329352118
8561,156  -  PLAZA ALEMANIA,292  -  PLAZA BOLIVIA,1217,-34.5778,-58.4073,-34.5635,-58.4367,3.126444539152946
8562,292  -  PLAZA BOLIVIA,292  -  PLAZA BOLIVIA,105,-34.5635,-58.4367,-34.5635,-58.4367,0.0
8563,262  -  HOLMBERG,239  -  AVENIDA CRAMER,441,-34.5667,-58.4791,-34.558,-58.4673,1.4503077957498431
8564,194  -  PERON Y ACUNA DE FIGUEROA,014  -  PACIFICO,1069,-34.606,-58.4227,-34.5782,-58.4266,3.1117648374839773
8565,009  -  PARQUE LAS HERAS,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,441,-34.5855,-58.4077,-34.597,-58.4076,1.2787744196368194
8566,001  -  FACULTAD DE DERECHO,030  -  PENA,923,-34.5842,-58.3905,-34.5906,-58.3974,0.9515330538713401
8567,379  -  PARQUE SARMIENTO II,263  -  PLAZA ECHEVERRIA,1947,-34.5645,-58.5029,-34.5717,-58.4897,1.4497515311523006
8568,003  -  ADUANA,172  -  BRASIL,521,-34.6112,-58.3696,-34.6254,-58.3711,1.5849229764833097
8570,224  -  BAIGORRIA,218  -  CAMPANA,989,-34.6106,-58.5029,-34.6168,-58.4842,1.8449497064536702
8571,288  -  SECRETARIA DE DEPORTES,255  -  BARRANCAS DE BELGRANO,507,-34.5472,-58.4564,-34.5599,-58.4482,1.5994285319794384
8572,267  -  PLAZA 25 DE AGOSTO,345  -  PLAZA MAFALDA,791,-34.5797,-58.4618,-34.5809,-58.4446,1.580308377243329
8573,054  -  ACUNA DE FIGUEROA,066  -  BILLINGHURST,674,-34.5982,-58.4219,-34.5947,-58.4139,0.8292572139478614
8574,346  -  PLAZA ZAPIOLA,274  -  GAVILAN,1408,-34.5737,-58.4743,-34.615,-58.4666,4.646122178829611
8575,069  -  ECUADOR,181  -  BILLINGHURST Y MANSILLA,260,-34.5958,-58.4046,-34.5926,-58.412,0.7651310735400397
8576,281  -  VILLA URQUIZA,364  -  CERRETTI Y MANUELA PEDRAZA,505,-34.5736,-58.4873,-34.5691,-58.5003,1.291181017033323
8577,272  -  PLAZA BRUNO GIORDANO,100  -  PLAZA GURRUCHAGA,1028,-34.6159,-58.4407,-34.5931,-58.4351,2.5865330408774057
8578,373  -  JORGELINA DE SIMONE,093  -  CARLOS CALVO,432,-34.624,-58.3906,-34.6207,-58.3944,0.5055225860721348
8579,243  -  PLAZOLETA CELEDONIO FLORES,017  -  PLAZA ALMAGRO,2379,-34.5817,-58.4516,-34.6064,-58.4185,4.089390060650018
8580,394  -  AV. LA PLATA,274  -  GAVILAN,1662,-34.64408,-58.42212,-34.615,-58.4666,5.197946053331829
8581,251  -  SOLAR DE LA ABADIA,289  -  MONTANESES,1277,-34.5675,-58.437,-34.5514,-58.4541,2.378445750943952
8583,244  -  UADE,347  -  CARABOBO,1923,-34.6171,-58.3815,-34.626,-58.4553,6.825184931804923
8584,178  -  JOSE MARMOL,140  -  LAS CASAS,786,-34.6234,-58.4249,-34.6359,-58.4157,1.624957675346779
8585,292  -  PLAZA BOLIVIA,254  -  PLAZA RAFAEL HERNANDEZ,564,-34.5635,-58.4367,-34.5625,-58.4552,1.6976783097742627
8586,063  -  RECONQUISTA,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,912,-34.5985,-58.3728,-34.597,-58.4076,3.1896450617803964
8587,066  -  BILLINGHURST,174  -  MINISTERIO DE EDUCACION,928,-34.5947,-58.4139,-34.5972,-58.3918,2.041891809189955
8588,063  -  RECONQUISTA,147  -  CONSTITUCION,1090,-34.5985,-58.3728,-34.6261,-58.3793,3.1260969053159746
8589,352  -  SAN JOSE DE FLORES,354  -  JOSE MARTI,674,-34.6289,-58.4627,-34.6438,-58.463,1.6570317306396265
8590,350  -  PLAZA IRLANDA,204  -  BIARRITZ,1041,-34.6131,-58.4572,-34.6055,-58.4774,2.0326694215104455
8591,113  -  GUATEMALA,122  -  COSTA RICA,640,-34.5857,-58.4251,-34.5916,-58.4204,0.7845449971274605
8592,013  -  ONCE,345  -  PLAZA MAFALDA,1314,-34.6101,-58.4066,-34.5809,-58.4446,4.758224609188687
8593,082  -  HOSPITAL ITALIANO,054  -  ACUNA DE FIGUEROA,659,-34.6074,-58.4262,-34.5982,-58.4219,1.096086013257006
8594,031  -  PADILLA,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,1344,-34.6031,-58.4397,-34.597,-58.4076,3.0153452931074805
8595,336  -  LA PAMPA,259  -  PLAZA CASTELLI,332,-34.5656,-58.4555,-34.5679,-58.4642,0.8366638772593844
8596,183  -  VIRREY CEVALLOS,147  -  CONSTITUCION,813,-34.6156,-58.3897,-34.6261,-58.3793,1.506259891586134
8597,026  -  JUANA MANSO I,061  -  MINISTERIO DE ECONOMIA,532,-34.6009,-58.3638,-34.6088,-58.3707,1.0818789432551714
8600,225  -  HOSPITAL TORNU,225  -  HOSPITAL TORNU,113,-34.5876,-58.474,-34.5876,-58.474,0.0
8601,328  -  SARMIENTO II,087  -  GUAYAQUIL,1249,-34.6058,-58.3958,-34.6198,-58.4313,3.6024814543036467
8602,089  -  CABELLO,190  -  JUNCAL,244,-34.5825,-58.4054,-34.5852,-58.411,0.5941008680266701
8603,275  -  PLAZA 24 DE SEPTIEMBRE,275  -  PLAZA 24 DE SEPTIEMBRE,1631,-34.6071,-58.4485,-34.6071,-58.4485,0.0
8604,199  -  ESTADOS UNIDOS Y BOEDO,169  -  FACULTAD DE PSICOLOGIA,463,-34.6224,-58.4158,-34.6118,-58.4117,1.2369403978018338
8605,102  -  ROSETI,136  -  ACEVEDO,1021,-34.5864,-58.446,-34.5998,-58.4428,1.5185306988011253
8606,190  -  JUNCAL,144  -  PUEYRREDON,753,-34.5852,-58.411,-34.6021,-58.4061,1.9319795996555402
8607,014  -  PACIFICO,335  -  GENERAL URQUIZA,1203,-34.5782,-58.4266,-34.5713,-58.4119,1.5492112772273279
8608,071  -  CERRITO,022  -  ARENALES,672,-34.6026,-58.3838,-34.5943,-58.3828,0.9274455395853809
8609,350  -  PLAZA IRLANDA,218  -  CAMPANA,2057,-34.6131,-58.4572,-34.6168,-58.4842,2.5048459566352386
8610,117  -  HUMBERTO 1°,147  -  CONSTITUCION,405,-34.6199,-58.3742,-34.6261,-58.3793,0.8325033084406108
8611,085  -  AGUERO,335  -  GENERAL URQUIZA,2397,-34.5945,-58.4089,-34.5713,-58.4119,2.5943005836504467
8612,073  -  RUY DIAZ DE GUZMAN,128  -  PARQUE DEL BAJO,870,-34.6305,-58.3716,-34.6052,-58.368,2.8324543734779355
8613,135  -  MARCELO T. DE ALVEAR,162  -  LARREA Y BARTOLOME MITRE,1384,-34.5975,-58.3784,-34.609,-58.4019,2.502255535056184
8614,182  -  RAVIGNANI Y GUATEMALA,280  -  JURAMENTO,1804,-34.5781,-58.4351,-34.579,-58.4841,4.487174849391371
8615,152  -  JULIETA LANTERI,152  -  JULIETA LANTERI,2395,-34.6181,-58.36,-34.6181,-58.36,0.0
8616,063  -  RECONQUISTA,150  -  RODRIGO BUENO,1456,-34.5985,-58.3728,-34.6192,-58.3556,2.7885211229909976
8617,219  -  PARQUE CHACABUCO II,361  -  PLAZA DON SEGUNDO SOMBRA,365,-34.6363,-58.4439,-34.6419,-58.4507,0.8802015548848798
8618,039  -  PLAZA DON BOSCO,302  -  ESTACION VILLA LURO,574,-34.6265,-58.5081,-34.637,-58.5014,1.3186898679218149
8620,073  -  RUY DIAZ DE GUZMAN,199  -  ESTADOS UNIDOS Y BOEDO,1387,-34.6305,-58.3716,-34.6224,-58.4158,4.143353811358661
8621,117  -  HUMBERTO 1°,073  -  RUY DIAZ DE GUZMAN,383,-34.6199,-58.3742,-34.6305,-58.3716,1.2024356420966773
8622,008  -  CONGRESO,013  -  ONCE,562,-34.6101,-58.3891,-34.6101,-58.4066,1.6015554823630986
8623,324  -  LAS VICTORIAS,207  -  PLAZA ARENALES,1587,-34.6268,-58.4873,-34.6001,-58.5117,3.7148884689054857
8624,278  -  DONATO ALVAREZ,287  -  BELAUSTEGUI,666,-34.6021,-58.4655,-34.6164,-58.4772,1.9170070945643778
8625,094  -  GUZMAN,099  -  MALABIA,729,-34.5917,-58.4497,-34.5963,-58.4357,1.3798016592777869
8626,327  -  PLAZA RICCHERI,287  -  BELAUSTEGUI,1781,-34.6107,-58.5191,-34.6164,-58.4772,3.88645195872645
8627,002  -  RETIRO I,063  -  RECONQUISTA,228,-34.5927,-58.3751,-34.5985,-58.3728,0.6784224520274138
8628,215  -  HOSPITAL ALVAREZ,276  -  PRIMERA JUNTA,1229,-34.6231,-58.4684,-34.6204,-58.4412,2.5069674382942435
8629,092  -  SALCEDO,155  -  PARQUE JOSE EVARISTO URIBURU,1151,-34.6318,-58.4049,-34.6381,-58.4112,0.9071724789631406
8631,022  -  ARENALES,069  -  ECUADOR,1063,-34.5943,-58.3828,-34.5958,-58.4046,2.0024008068620636
8633,298  -  PLAZA DR. JUAN B. TERAN,039  -  PLAZA DON BOSCO,499,-34.6216,-58.5198,-34.6265,-58.5081,1.2012478674975249
8634,270  -  PLAZA DEL ANGEL GRIS,350  -  PLAZA IRLANDA,336,-34.6218,-58.4577,-34.6131,-58.4572,0.9684772810341669
8635,378  -  AGRONOMIA,280  -  JURAMENTO,1050,-34.5983,-58.4819,-34.579,-58.4841,2.1554907943886805
8636,152  -  JULIETA LANTERI,152  -  JULIETA LANTERI,3764,-34.6181,-58.36,-34.6181,-58.36,0.0
8637,005  -  PLAZA ITALIA,250  -  FLENI,1124,-34.5808,-58.4204,-34.5556,-58.4505,3.930359520990502
8639,259  -  PLAZA CASTELLI,255  -  BARRANCAS DE BELGRANO,573,-34.5679,-58.4642,-34.5599,-58.4482,1.714005640372582
8640,316  -  BUENOS AIRES,069  -  ECUADOR,1951,-34.6459,-58.3968,-34.5958,-58.4046,5.616402412093656
8641,013  -  ONCE,084  -  TEATRO PICADERO,530,-34.6101,-58.4066,-34.6042,-58.3937,1.3506511388540132
8642,070  -  ARAOZ,160  -  GODOY CRUZ Y LIBERTADOR,964,-34.5927,-58.4258,-34.5728,-58.4207,2.261499479491742
8643,130  -  RETIRO II,334  -  CENTRO DE EXPOSICIONES,498,-34.5927,-58.375,-34.5841,-58.3907,1.7262696477738944
8644,281  -  VILLA URQUIZA,277  -  COGHLAN,650,-34.5736,-58.4873,-34.5658,-58.4755,1.3854877519725963
8645,015  -  AMENABAR,015  -  AMENABAR,3591,-34.5719,-58.4475,-34.5719,-58.4475,0.0
8646,266  -  PLAZA SABATTINI,121  -  YATAY,909,-34.6124,-58.4433,-34.6008,-58.4283,1.883713281560311
8647,163  -  ONCE II,171  -  PASTEUR,509,-34.6088,-58.4061,-34.603,-58.3996,0.8774017262642884
8648,347  -  CARABOBO,322  -  MARTI Y DIRECTORIO,1217,-34.626,-58.4553,-34.6365,-58.4701,1.7879563622519732
8649,360  -  PLAZA RAMON FALCON,347  -  CARABOBO,1243,-34.6354,-58.4827,-34.626,-58.4553,2.7161256714870943
8651,191  -  RIVADAVIA Y 9 DE JULIO,018  -  INDEPENDENCIA,3618,-34.6084,-58.3808,-34.6176,-58.3803,1.024016141557079
8652,133  -  BEIRO Y SEGUROLA,213  -  HOSPITAL ALVEAR,1236,-34.6075,-58.5119,-34.5974,-58.4753,3.533095178582418
8653,331  -  CALIFORNIA,373  -  JORGELINA DE SIMONE,1455,-34.647,-58.3743,-34.624,-58.3906,2.9605119374488593
8654,206  -  GALICIA,100  -  PLAZA GURRUCHAGA,1699,-34.6158,-58.4708,-34.5931,-58.4351,4.128810866183038
8655,147  -  CONSTITUCION,126  -  MINISTERIO DE JUSTICIA Y SEGURIDAD,1521,-34.6261,-58.3793,-34.6401,-58.3693,1.8056814350179227
8656,150  -  RODRIGO BUENO,164  -  FACULTAD DE INGENIERIA,566,-34.6192,-58.3556,-34.6173,-58.3669,1.0554078510846208
8657,117  -  HUMBERTO 1°,193  -  ARENALES Y AGUERO,1630,-34.6199,-58.3742,-34.5909,-58.4061,4.349975512697579
8658,099  -  MALABIA,310  -  FREIRE II,1933,-34.5963,-58.4357,-34.5799,-58.4443,1.9862732453510106
8659,379  -  PARQUE SARMIENTO II,379  -  PARQUE SARMIENTO II,89,-34.5645,-58.5029,-34.5645,-58.5029,0.0
8660,174  -  MINISTERIO DE EDUCACION,163  -  ONCE II,962,-34.5972,-58.3918,-34.6088,-58.4061,1.8375879276014895
8661,055  -  HABANA,255  -  BARRANCAS DE BELGRANO,1198,-34.5865,-58.4949,-34.5599,-58.4482,5.199100667233108
8662,066  -  BILLINGHURST,009  -  PARQUE LAS HERAS,1007,-34.5947,-58.4139,-34.5855,-58.4077,1.1698814181019945
8663,117  -  HUMBERTO 1°,074  -  INSTITUTO LELOIR,2363,-34.6199,-58.3742,-34.6046,-58.4348,5.800897842759658
8664,390  -  DE LOS OMBUES,124  -  UGARTECHE,1078,-34.56,-58.428,-34.5807,-58.4125,2.704091487542966
8665,327  -  PLAZA RICCHERI,197  -  PLAZA CIUDAD DE UDINE,1312,-34.6107,-58.5191,-34.621,-58.493,2.6488443129383823
8666,334  -  CENTRO DE EXPOSICIONES,156  -  PLAZA ALEMANIA,604,-34.5841,-58.3907,-34.5778,-58.4073,1.673408925627903
8667,008  -  CONGRESO,027  -  MONTEVIDEO,484,-34.6101,-58.3891,-34.5994,-58.3897,1.1910523063793113
8668,205  -  SAN MARTIN,136  -  ACEVEDO,459,-34.6057,-58.4532,-34.5998,-58.4428,1.1560493865973622
8670,207  -  PLAZA ARENALES,207  -  PLAZA ARENALES,1758,-34.6001,-58.5117,-34.6001,-58.5117,0.0
8671,132  -  CORRIENTES,071  -  CERRITO,471,-34.6031,-58.3725,-34.6026,-58.3838,1.0357308503624962
8672,267  -  PLAZA 25 DE AGOSTO,327  -  PLAZA RICCHERI,11919,-34.5797,-58.4618,-34.6107,-58.5191,6.276223760568106
8673,100  -  PLAZA GURRUCHAGA,390  -  DE LOS OMBUES,1971,-34.5931,-58.4351,-34.56,-58.428,3.7375139933438932
8674,348  -  VILLA DEL PARQUE,281  -  VILLA URQUIZA,1527,-34.6007,-58.494,-34.5736,-58.4873,3.0751675874740094
8675,259  -  PLAZA CASTELLI,292  -  PLAZA BOLIVIA,1287,-34.5679,-58.4642,-34.5635,-58.4367,2.565165837545687
8676,330  -  PARQUE AVELLANEDA,330  -  PARQUE AVELLANEDA,3317,-34.6423,-58.4783,-34.6423,-58.4783,0.0
8677,033  -  FACULTAD DE MEDICINA,082  -  HOSPITAL ITALIANO,1123,-34.5972,-58.3988,-34.6074,-58.4262,2.752365034307721
8678,130  -  RETIRO II,151  -  AIME PAINE,1111,-34.5927,-58.375,-34.612,-58.3615,2.476346544008312
8679,174  -  MINISTERIO DE EDUCACION,112  -  9 DE JULIO,800,-34.5972,-58.3918,-34.6121,-58.3805,1.9531005544475464
8680,065  -  JULIAN ALVAREZ,288  -  SECRETARIA DE DEPORTES,2591,-34.5873,-58.416,-34.5472,-58.4564,5.793626502112293
8681,333  -  PARQUE DE LA ESTACION,029  -  PARQUE CENTENARIO,694,-34.608,-58.4118,-34.608,-58.4333,1.967675073437676
8682,023  -  SUIPACHA,056  -  PLAZA PALERMO VIEJO,1633,-34.6001,-58.3797,-34.5887,-58.4262,4.441116922070055
8683,057  -  BELGRANO,076  -  AYACUCHO,1507,-34.6134,-58.3707,-34.607,-58.395,2.3349618105153245
8684,280  -  JURAMENTO,287  -  BELAUSTEGUI,1761,-34.579,-58.4841,-34.6164,-58.4772,4.2063735740194765
8685,033  -  FACULTAD DE MEDICINA,124  -  UGARTECHE,825,-34.5972,-58.3988,-34.5807,-58.4125,2.222379777120067
8687,354  -  JOSE MARTI,309  -  UTN II,845,-34.6438,-58.463,-34.6605,-58.4676,1.9040293406650535
8688,310  -  FREIRE II,129  -  VELASCO,1320,-34.5799,-58.4443,-34.6002,-58.4349,2.4157029807547077
8689,087  -  GUAYAQUIL,129  -  VELASCO,1204,-34.6198,-58.4313,-34.6002,-58.4349,2.2041823904959954
8690,066  -  BILLINGHURST,194  -  PERON Y ACUNA DE FIGUEROA,682,-34.5947,-58.4139,-34.606,-58.4227,1.4924964755396999
8691,012  -  PLAZA VICENTE LOPEZ,064  -  RIOBAMBA,1483,-34.5928,-58.3888,-34.594,-58.3945,0.5385464417809079
8692,033  -  FACULTAD DE MEDICINA,111  -  MACACHA GUEMES,1305,-34.5972,-58.3988,-34.6048,-58.3639,3.3042055295592285
8693,336  -  LA PAMPA,310  -  FREIRE II,605,-34.5656,-58.4555,-34.5799,-58.4443,1.8920726555568248
8694,050  -  HOSPITAL RIVADAVIA,033  -  FACULTAD DE MEDICINA,543,-34.5836,-58.4012,-34.5972,-58.3988,1.5281258282026648
8695,121  -  YATAY,384  -  PLAZA BENITO NAZAR,1898,-34.6008,-58.4283,-34.6048,-58.4463,1.7064437503137038
8696,183  -  VIRREY CEVALLOS,164  -  FACULTAD DE INGENIERIA,853,-34.6156,-58.3897,-34.6173,-58.3669,2.0949840165190183
8697,082  -  HOSPITAL ITALIANO,059  -  CORONEL DIAZ,991,-34.6074,-58.4262,-34.5902,-58.4116,2.3331638819338227
8698,093  -  CARLOS CALVO,146  -  HOSPITAL FRANCES,421,-34.6207,-58.3944,-34.6222,-58.4077,1.2283920482319346
8699,013  -  ONCE,270  -  PLAZA DEL ANGEL GRIS,1347,-34.6101,-58.4066,-34.6218,-58.4577,4.853814279791625
8700,129  -  VELASCO,009  -  PARQUE LAS HERAS,1495,-34.6002,-58.4349,-34.5855,-58.4077,2.978400191134633
8701,129  -  VELASCO,103  -  MALBA,1086,-34.6002,-58.4349,-34.5771,-58.403,3.889094978311753
8702,229  -  RIGLOS,276  -  PRIMERA JUNTA,597,-34.631,-58.4352,-34.6204,-58.4412,1.3002525731908554
8704,066  -  BILLINGHURST,065  -  JULIAN ALVAREZ,292,-34.5947,-58.4139,-34.5873,-58.416,0.8449984692840682
8705,243  -  PLAZOLETA CELEDONIO FLORES,099  -  MALABIA,799,-34.5817,-58.4516,-34.5963,-58.4357,2.1803781668035613
8706,104  -  FEDERICO LACROZE,094  -  GUZMAN,1446,-34.5876,-58.4551,-34.5917,-58.4497,0.672452487379195
8707,193  -  ARENALES Y AGUERO,008  -  CONGRESO,1180,-34.5909,-58.4061,-34.6101,-58.3891,2.641787857491006
8708,054  -  ACUNA DE FIGUEROA,325  -  MEDRANO,425,-34.5982,-58.4219,-34.6094,-58.4215,1.2459211594695605
8710,026  -  JUANA MANSO I,063  -  RECONQUISTA,339,-34.6009,-58.3638,-34.5985,-58.3728,0.8659095880914971
8711,260  -  SAN MIGUEL DE GARICOITS,243  -  PLAZOLETA CELEDONIO FLORES,305,-34.5772,-58.4576,-34.5817,-58.4516,0.7430450199711472
8712,204  -  BIARRITZ,378  -  AGRONOMIA,348,-34.6055,-58.4774,-34.5983,-58.4819,0.9003344801953804
8713,178  -  JOSE MARMOL,345  -  PLAZA MAFALDA,1492,-34.6234,-58.4249,-34.5809,-58.4446,5.0580714200539765
8714,128  -  PARQUE DEL BAJO,010  -  MADERO UCA,544,-34.6052,-58.368,-34.617,-58.3658,1.3274573208404736
8715,114  -  DELLA PAOLERA,022  -  ARENALES,403,-34.5949,-58.3724,-34.5943,-58.3828,0.9542942279224547
8716,101  -  FITZ ROY,009  -  PARQUE LAS HERAS,1086,-34.5891,-58.4423,-34.5855,-58.4077,3.192568736657337
8717,200  -  AUSTRIA Y FRENCH,009  -  PARQUE LAS HERAS,195,-34.5883,-58.4043,-34.5855,-58.4077,0.44023908033594794
8718,032  -  CATEDRAL,026  -  JUANA MANSO I,487,-34.6072,-58.3735,-34.6009,-58.3638,1.1308845992469656
8719,168  -  ESTADOS UNIDOS,183  -  VIRREY CEVALLOS,1202,-34.6185,-58.3815,-34.6156,-58.3897,0.8167340316772378
8720,026  -  JUANA MANSO I,373  -  JORGELINA DE SIMONE,2149,-34.6009,-58.3638,-34.624,-58.3906,3.551472801749595
8721,316  -  BUENOS AIRES,126  -  MINISTERIO DE JUSTICIA Y SEGURIDAD,1032,-34.6459,-58.3968,-34.6401,-58.3693,2.59708384599741
8722,008  -  CONGRESO,117  -  HUMBERTO 1°,1350,-34.6101,-58.3891,-34.6199,-58.3742,1.7454745744448137
8724,093  -  CARLOS CALVO,054  -  ACUNA DE FIGUEROA,1426,-34.6207,-58.3944,-34.5982,-58.4219,3.5487267960901554
8725,384  -  PLAZA BENITO NAZAR,350  -  PLAZA IRLANDA,625,-34.6048,-58.4463,-34.6131,-58.4572,1.359003896881154
8726,089  -  CABELLO,059  -  CORONEL DIAZ,393,-34.5825,-58.4054,-34.5902,-58.4116,1.0272372201068107
8727,009  -  PARQUE LAS HERAS,064  -  RIOBAMBA,993,-34.5855,-58.4077,-34.594,-58.3945,1.5340711576764052
8728,032  -  CATEDRAL,191  -  RIVADAVIA Y 9 DE JULIO,339,-34.6072,-58.3735,-34.6084,-58.3808,0.6812905332801673
8730,099  -  MALABIA,122  -  COSTA RICA,1483,-34.5963,-58.4357,-34.5916,-58.4204,1.4948238012437682
8731,017  -  PLAZA ALMAGRO,054  -  ACUNA DE FIGUEROA,462,-34.6064,-58.4185,-34.5982,-58.4219,0.9634389717764413
8732,069  -  ECUADOR,144  -  PUEYRREDON,311,-34.5958,-58.4046,-34.6021,-58.4061,0.7138552681538013
8733,378  -  AGRONOMIA,208  -  NICASIO ORONO,10274,-34.5983,-58.4819,-34.5964,-58.4594,2.0702671969408253
8734,160  -  GODOY CRUZ Y LIBERTADOR,005  -  PLAZA ITALIA,1047,-34.5728,-58.4207,-34.5808,-58.4204,0.8899833392304171
8735,032  -  CATEDRAL,150  -  RODRIGO BUENO,559,-34.6072,-58.3735,-34.6192,-58.3556,2.1127793818846916
8736,199  -  ESTADOS UNIDOS Y BOEDO,333  -  PARQUE DE LA ESTACION,598,-34.6224,-58.4158,-34.608,-58.4118,1.642514635347373
8737,309  -  UTN II,354  -  JOSE MARTI,739,-34.6605,-58.4676,-34.6438,-58.463,1.9040293406650535
8738,064  -  RIOBAMBA,022  -  ARENALES,420,-34.594,-58.3945,-34.5943,-58.3828,1.0714793052410563
8739,347  -  CARABOBO,028  -  PLAZA DE LA BANDERA,1203,-34.626,-58.4553,-34.6295,-58.4944,3.598677753253464
8740,130  -  RETIRO II,292  -  PLAZA BOLIVIA,1985,-34.5927,-58.375,-34.5635,-58.4367,6.5154642552290305
8741,352  -  SAN JOSE DE FLORES,178  -  JOSE MARMOL,1969,-34.6289,-58.4627,-34.6234,-58.4249,3.5123444267407833
8742,305  -  PLAZA MARTIN RODRIGUEZ,348  -  VILLA DEL PARQUE,705,-34.591,-58.5003,-34.6007,-58.494,1.223067288567766
8744,255  -  BARRANCAS DE BELGRANO,065  -  JULIAN ALVAREZ,1594,-34.5599,-58.4482,-34.5873,-58.416,4.239606123034019
8745,276  -  PRIMERA JUNTA,221  -  CULPINA,775,-34.6204,-58.4412,-34.6316,-58.4663,2.612579547322
8746,056  -  PLAZA PALERMO VIEJO,001  -  FACULTAD DE DERECHO,1663,-34.5887,-58.4262,-34.5842,-58.3905,3.306187876786936
8747,344  -  UNIVERSIDAD DI TELLA,292  -  PLAZA BOLIVIA,985,-34.5481,-58.4476,-34.5635,-58.4367,1.982096847198951
8748,219  -  PARQUE CHACABUCO II,183  -  VIRREY CEVALLOS,2412,-34.6363,-58.4439,-34.6156,-58.3897,5.467415208845116
8751,252  -  TAMBORINI,268  -  PLAZA ARISTOBULO DEL VALLE,3453,-34.5601,-58.4791,-34.6064,-58.4932,5.30767841395838
8752,147  -  CONSTITUCION,354  -  JOSE MARTI,2198,-34.6261,-58.3793,-34.6438,-58.463,7.906595351069272
8753,384  -  PLAZA BENITO NAZAR,272  -  PLAZA BRUNO GIORDANO,640,-34.6048,-58.4463,-34.6159,-58.4407,1.3364352625501537
8754,111  -  MACACHA GUEMES,130  -  RETIRO II,459,-34.6048,-58.3639,-34.5927,-58.375,1.6859654647470494
8755,136  -  ACEVEDO,080  -  VALLE,872,-34.5998,-58.4428,-34.6244,-58.4342,2.8463669658575688
8756,082  -  HOSPITAL ITALIANO,140  -  LAS CASAS,1091,-34.6074,-58.4262,-34.6359,-58.4157,3.311502376670752
8757,013  -  ONCE,163  -  ONCE II,1147,-34.6101,-58.4066,-34.6088,-58.4061,0.15162315383109126
8758,069  -  ECUADOR,181  -  BILLINGHURST Y MANSILLA,291,-34.5958,-58.4046,-34.5926,-58.412,0.7651310735400397
8759,065  -  JULIAN ALVAREZ,054  -  ACUNA DE FIGUEROA,508,-34.5873,-58.416,-34.5982,-58.4219,1.3269042714488997
8760,067  -  PARQUE SARMIENTO I,346  -  PLAZA ZAPIOLA,1205,-34.5553,-58.4948,-34.5737,-58.4743,2.7766359522523723
8761,065  -  JULIAN ALVAREZ,085  -  AGUERO,396,-34.5873,-58.416,-34.5945,-58.4089,1.0311970439015765
8762,038  -  PLAZA LIBERTAD,085  -  AGUERO,993,-34.5971,-58.3827,-34.5945,-58.4089,2.4155337612165457
8763,111  -  MACACHA GUEMES,130  -  RETIRO II,656,-34.6048,-58.3639,-34.5927,-58.375,1.6859654647470494
8764,304  -  NAVARRO,278  -  DONATO ALVAREZ,849,-34.5923,-58.492,-34.6021,-58.4655,2.6591261975974883
8765,224  -  BAIGORRIA,279  -  PLAZA MONTE CASTRO,425,-34.6106,-58.5029,-34.6181,-58.4985,0.9260802034179907
8767,075  -  PLAZA PRIMERO DE MAYO,086  -  SAAVEDRA,732,-34.6123,-58.3989,-34.6213,-58.4018,1.0353431170041876
8768,371  -  PASEO DE LAS AMERICAS,254  -  PLAZA RAFAEL HERNANDEZ,643,-34.553,-58.4352,-34.5625,-58.4552,2.1143037669218674
8769,365  -  VENANCIO FLORES,207  -  PLAZA ARENALES,1333,-34.6294,-58.472,-34.6001,-58.5117,4.8799193818161575
8770,114  -  DELLA PAOLERA,116  -  HOSPITAL ALEMAN,1159,-34.5949,-58.3724,-34.5921,-58.4028,2.800050371801547
8771,352  -  SAN JOSE DE FLORES,287  -  BELAUSTEGUI,702,-34.6289,-58.4627,-34.6164,-58.4772,1.9215432695677317
8772,184  -  PEDRO ECHAGUE,146  -  HOSPITAL FRANCES,770,-34.6307,-58.3912,-34.6222,-58.4077,1.7811900968825651
8773,325  -  MEDRANO,350  -  PLAZA IRLANDA,1457,-34.6094,-58.4215,-34.6131,-58.4572,3.292930645010735
8774,390  -  DE LOS OMBUES,129  -  VELASCO,10335,-34.56,-58.428,-34.6002,-58.4349,4.51445071989874
